id,lat,lng,station,source,aqi,pm25,pm10,co,no2,so2,rh,temperature,windSpeed,timestamp,severity,description
dust_013,28.631764,77.332845,Vacant Plot B,dust,91,63.6,232.5,0.3,15.8,5.5,32,23,2.8,2025-07-22T17:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,137,105.8,254,0.69,17.3,8.3,33,24.5,2.8,2025-07-22T17:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,105,84.9,151.1,0.37,18.2,6,33,21.2,5.6,2025-07-22T17:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,79,101.9,181.3,0.65,22.9,3.6,50,24,4.3,2025-07-22T17:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,97,65.2,102.7,1.41,22.6,10.8,50,23.5,3,2025-07-22T18:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,126,89.1,207.3,1.35,41.9,5.7,46,25.2,3.7,2025-07-22T18:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,101,81.1,192.3,0.78,44.6,8.1,33,20.6,3.8,2025-07-22T18:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,117,106,165.5,1.37,29.3,9.1,32,21.2,4.2,2025-07-22T18:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,129,74.4,216.5,0.78,47.3,6.1,45,22.2,4.3,2025-07-22T18:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,64,77.6,85.2,2.02,24.2,14.4,39,25.1,3.3,2025-07-22T18:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,106,64.9,89.9,1.4,39.2,13.9,37,23.1,5.3,2025-07-22T18:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,119,79.7,105.3,1.72,29.5,13.3,36,23.6,4.1,2025-07-22T18:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,78,36.5,86.8,1.58,24.9,9.6,45,21.6,5.3,2025-07-22T18:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,107,66.1,73.2,2.07,32.8,11.1,37,23.5,3.5,2025-07-22T18:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,85,45.4,76.2,2.66,46.1,10.5,44,20.9,4.3,2025-07-22T18:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,125,101,214.7,0.64,21.2,3.3,42,24.8,4.1,2025-07-22T18:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,123,78.7,130.8,0.37,12.6,3.6,48,22.1,4.2,2025-07-22T18:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,94,83.3,148.6,0.47,19.2,5.9,44,24.9,3.7,2025-07-22T18:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,70,77.4,110,0.35,10.6,5.6,31,20.4,3.3,2025-07-22T18:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,89,93.6,121.3,0.43,22.5,4.8,31,23.8,5.5,2025-07-22T18:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,128,63.4,193,0.96,36.5,7.9,44,21.6,2.9,2025-07-22T19:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,107,59.8,193.7,1.47,28.2,13.8,41,21.7,5.1,2025-07-22T19:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,95,46.9,124.5,0.93,36.4,7.3,31,25.3,3.5,2025-07-22T19:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,85,87.1,107.7,0.73,50.8,10.4,37,24.2,3,2025-07-22T19:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,67,63,147,1.29,23.3,14.2,48,20.5,4.7,2025-07-22T19:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,88,61.1,120.2,1.75,27.6,11.7,43,22.7,3.1,2025-07-22T19:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,112,71.6,64.8,1.73,25,8.2,45,24.2,2.9,2025-07-22T19:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,106,76.9,113.3,2.54,45.1,13,38,20.9,4.3,2025-07-22T19:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,109,49,76,1.66,35.1,16.3,48,23.4,3.8,2025-07-22T19:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,78,55,71,1.33,33.2,15.5,47,23.4,4.2,2025-07-22T19:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,105,55.3,85.5,1.26,29,16,33,21.3,3,2025-07-22T19:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,99,97.6,205.3,0.45,17,6.6,36,22.3,5.1,2025-07-22T19:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,97,108.8,131.2,0.4,21.4,3.5,40,24,3.9,2025-07-22T19:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,71,80.3,111.5,0.35,9.3,6.6,48,20.9,4.7,2025-07-22T19:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,128,103.3,179.9,0.85,17.8,4.2,41,23.6,5.3,2025-07-22T19:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,133,78.9,197.3,0.57,19.2,4.2,41,22,3.2,2025-07-22T19:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,80,61.5,88.6,0.46,23.5,4.3,37,22.2,3.8,2025-07-22T20:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,112,76.8,109.4,1.01,35.5,5.3,39,21.2,2.7,2025-07-22T20:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,128,96.7,207.4,1.86,29.5,10,32,23.2,3.5,2025-07-22T20:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,95,83.8,124.4,1.56,38.5,8,39,23.6,5.3,2025-07-22T20:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,75,48.2,189.3,0.95,32.3,8.4,44,20.7,4.3,2025-07-22T20:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,54,43.7,48.2,1.54,18.7,11.3,48,20.5,3.1,2025-07-22T20:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,84,48.4,67.6,1.72,43.9,12.9,31,20.8,3.9,2025-07-22T20:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,91,80.1,92.6,1.89,45,9.3,45,25,4.2,2025-07-22T20:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,99,73,102.6,2.12,34.6,10.4,40,24.1,5.5,2025-07-22T20:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,131,82.5,84.5,1.44,38.7,17.3,38,20.6,4.2,2025-07-22T20:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,75,70.8,53.5,2.4,33.2,18.4,36,20.5,4,2025-07-22T20:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,98,58.3,153.9,0.36,15.8,5.5,44,21.1,4.4,2025-07-22T20:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,91,86.2,167.3,0.86,23.9,5.3,45,22,4.4,2025-07-22T20:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,106,62.9,243.9,0.47,19.7,5.9,42,24.7,4.9,2025-07-22T20:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,117,111.7,158.9,0.9,28.5,3.9,43,23,2.9,2025-07-22T20:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,89,62,166.1,0.59,13.9,5,40,23.3,3.6,2025-07-22T20:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,116,46.3,112.2,1.04,29.8,10.9,35,23.6,4,2025-07-22T21:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,99,64,183.6,1.34,46,6.5,43,22.8,3.6,2025-07-22T21:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,88,59.5,98.8,1.05,40.7,8.4,48,20.7,4.4,2025-07-22T21:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,77,86.5,101,0.89,25.4,13.8,43,20.5,3.3,2025-07-22T21:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,82,79.6,173.8,1.2,33.2,5,32,23.3,4.4,2025-07-22T21:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,63,37.7,62.6,2.03,33.3,16.3,34,20.6,4.6,2025-07-22T21:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,84,62,61.9,2.28,37.5,14.5,48,24,4.1,2025-07-22T21:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,76,52.6,54.1,2.36,51.2,17.6,41,23.8,4.5,2025-07-22T21:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,82,74.7,61.6,1.57,31.1,16.8,31,23.1,5.6,2025-07-22T21:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,110,37.3,78.1,1.74,27.6,10.2,47,24,5.5,2025-07-22T21:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,111,58.8,106.9,1.62,28.2,14,40,20.9,5.3,2025-07-22T21:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,122,71.3,128.3,0.59,23.6,5.9,41,24.4,2.8,2025-07-22T21:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,102,97.4,156.3,0.53,22.5,6.5,47,23.8,5.2,2025-07-22T21:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,121,104.9,210.7,0.8,23.1,7.4,41,20.6,4.3,2025-07-22T21:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,88,87.3,188.8,0.41,24.4,5.2,47,23.4,3.3,2025-07-22T21:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,123,106.4,243.2,0.76,22.9,7.1,35,24.5,3.3,2025-07-22T21:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,55,74.3,71.5,0.41,34.7,3.5,32,23.2,5.3,2025-07-22T22:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,77,60,140.4,0.72,41.4,10.6,33,22.9,3.6,2025-07-22T22:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,75,58.9,104.3,0.39,24.9,3.5,46,21.9,5.1,2025-07-22T22:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,63,61.2,110.6,1.14,36.1,8.1,33,23.8,5.1,2025-07-22T22:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,129,65.8,206.4,0.58,22.7,12.1,37,20.3,4.6,2025-07-22T22:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,86,70.6,108,2.66,31.3,14,50,20.6,4.8,2025-07-22T22:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,102,68.7,57.6,1.23,42.6,17.3,37,25.2,5.1,2025-07-22T22:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,107,36.2,121.2,2.74,27.4,9.9,43,24.8,2.9,2025-07-22T22:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,101,60.6,75.7,1.93,43.7,16.8,38,23.4,5.6,2025-07-22T22:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,104,46.6,110.1,2.21,32.5,13.2,38,22.2,4.8,2025-07-22T22:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,95,75.7,101.2,2.03,51.7,10.5,42,20.4,5,2025-07-22T22:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,132,81,203.3,0.36,26.6,5.7,31,21.2,3.3,2025-07-22T22:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,136,121.9,234.5,0.69,16.2,4,46,21.2,3.1,2025-07-22T22:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,94,108.6,187.2,0.34,16.2,3.1,48,23.7,5.3,2025-07-22T22:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,121,89.1,165.4,0.88,13.7,5.3,33,21.4,3.9,2025-07-22T22:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,102,80.5,184.8,0.71,22.8,4.5,39,22.3,5.5,2025-07-22T22:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,101,104.1,133.7,1.69,26.9,14.6,32,23.3,3.9,2025-07-22T23:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,126,74.7,115.3,1.06,28.5,5.4,43,22.5,3.7,2025-07-22T23:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,84,92,122.3,1.13,28.7,8.6,42,24.6,4.1,2025-07-22T23:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,87,64.8,152.2,1.28,33.2,7.1,43,21.5,3.6,2025-07-22T23:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,116,106,161.8,1.19,34.3,14,40,20.7,3.5,2025-07-22T23:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,113,44.6,86.3,2.22,40,14,31,24.4,2.8,2025-07-22T23:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,105,60.6,80.5,2.44,46.7,8.9,43,24.9,4.3,2025-07-22T23:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,74,54.8,100.8,1.88,26.9,9.2,36,23.2,3.3,2025-07-22T23:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,116,35.6,80.6,2.05,50.7,15.7,35,24.1,3.2,2025-07-22T23:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,70,40.8,83.8,1.31,29.5,8.8,46,22.6,4.4,2025-07-22T23:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
